predicted_Sale,Qty,Category,Product,Country
1777.46825055164,9,Water bottles,Tupperware Water bottles,India
1777.46825055164,9,Water bottles,Tupperware Water bottles,India
1027.2265333766395,6,Water bottles,Tupperware Water bottles,India
-223.17632858169463,1,Water bottles,Tupperware Water bottles,India
1527.3876781599731,8,Water bottles,Tupperware Water bottles,India
26.904243809971831,2,Water bottles,Tupperware Water bottles,India
1068.9564398832963,5,Jeans,Lee Jeans,India
1068.9564398832963,5,Jeans,Lee Jeans,India
449.76890415341984,5,Jeans,Mufti Jeans,India
1700.1717661117541,10,Jeans,Mufti Jeans,India
915.7743693162912,5,Jeans,Pepe Jeans Jeans,India
-396.97812084465488,1,Jeans,Wrangler Jeans,India
1938.3021454518503,10,Smart Phone,Redmi Smart Phone,India
437.8187111018492,4,Smart Phone,Redmi Smart Phone,India
937.97985588518281,6,Smart Phone,Redmi Smart Phone,India
1738.0632538441491,9,Smart Phone,Samsung Smart Phone,India
987.8215366691486,6,Smart Phone,Samsung Smart Phone,India
1738.0632538441491,9,Smart Phone,Samsung Smart Phone,India
-12.500752897518851,2,Smart Phone,Samsung Smart Phone,India
987.8215366691486,6,Smart Phone,Samsung Smart Phone,India
1294.533782439298,6,Smart Phone,OnePlus Smart Phone,India
1794.6949272226316,8,Smart Phone,OnePlus Smart Phone,India
589.53554152705908,6,Smart Phone,Vivo Smart Phone,India
1666.1299349069552,9,Smart Phone,iPhone Smart Phone,India
915.88821773195468,6,Smart Phone,iPhone Smart Phone,India
-334.51464422637935,1,Smart Phone,iPhone Smart Phone,India
1916.2105072986224,10,Smart Phone,iPhone Smart Phone,India
2015.8827574585976,9,Shoes,Adidas Shoes,India
1765.8021850669306,8,Shoes,Adidas Shoes,India
265.31875071692934,2,Shoes,Adidas Shoes,India
515.39932310859626,3,Shoes,Adidas Shoes,India
380.48822272331165,2,Shoes,Bata Shoes,India
380.48822272331165,2,Shoes,Bata Shoes,India
-8.2640921647473533,1,Shoes,Nike Shoes,India
992.0581974019201,5,Shoes,Nike Shoes,India
1631.6849929928262,9,Shoes,Reebok Shoes,India
1881.7655653844931,10,Shoes,Reebok Shoes,India
416.40270514812414,6,Shoes,Woodland Shoes,India
544.29206526429743,3,Smart Phone,OnePlus Smart Phone,India
1938.3021454518503,10,Smart Phone,Redmi Smart Phone,India
1487.9826814524822,8,Smart Phone,Samsung Smart Phone,India
339.45496913539228,5,Smart Phone,Vivo Smart Phone,India
339.45496913539228,5,Smart Phone,Vivo Smart Phone,India
1589.8578310937264,10,Smart Phone,Vivo Smart Phone,India
-160.70617564794156,3,Smart Phone,Vivo Smart Phone,India
1179.4761094569519,6,Perfumes,AXE Perfumes,India
1133.1672105591956,5,Tshirts,Adidas Tshirt,India
1367.891965315076,5,Perfumes,Denver Perfumes,India
1379.5300793642559,8,Perfumes,Park Avenue Perfumes,India
797.62297016622972,6,Tshirts,Peter England Tshirt,India
1047.7035425578965,7,Tshirts,Peter England Tshirt,India
547.54239777456291,5,Tshirts,Peter England Tshirt,India
1797.9452597328973,10,Tshirts,Peter England Tshirt,India
797.62297016622972,6,Tshirts,Peter England Tshirt,India
1105.9642264997676,5,Tshirts,Puma Tshirt,India
105.64193693310017,1,Tshirts,Puma Tshirt,India
105.64193693310017,1,Tshirts,Puma Tshirt,India
2356.367088458102,10,Tshirts,Puma Tshirt,India
550.56392439890658,3,Perfumes,Wild Stone Perfumes,India
800.6444967905735,4,Perfumes,Wild Stone Perfumes,India
450.387648575663,4,Tshirts,Zara Tshirt,India
-70.926752501382339,1,Perfumes,AXE Perfumes,India
1645.5857000423425,8,Perfumes,Fogg Perfumes,India
-120.95335498574536,2,Perfumes,Park Avenue Perfumes,India
50.402779615572854,1,Perfumes,Wild Stone Perfumes,India
300.48335200723966,2,Perfumes,Wild Stone Perfumes,India
1265.6410402835968,6,Shoes,Adidas Shoes,India
765.47989550026318,4,Shoes,Adidas Shoes,India
765.47989550026318,4,Shoes,Adidas Shoes,India
1630.8910846816461,7,Shoes,Bata Shoes,India
2242.4610593602547,10,Shoes,Nike Shoes,India
2133.4895001258628,9,Tshirts,Adidas Tshirt,India
132.84492099252793,1,Tshirts,Adidas Tshirt,India
1883.4089277341959,8,Tshirts,Adidas Tshirt,India
132.84492099252793,1,Tshirts,Adidas Tshirt,India
1547.8646873412304,9,Tshirts,Peter England Tshirt,India
297.46182538289611,4,Tshirts,Peter England Tshirt,India
105.64193693310017,1,Tshirts,Puma Tshirt,India
